"","x1","x2","first","last","year","id_x"
"371",FALSE,0.365872067334313,"Rachel","Goodwin",1916,371
"803",FALSE,0.62238093798863,"William","Wolper",1902,803
"718",TRUE,1.95985578102357,"Hannah","Todd",1916,718
"954",FALSE,0.414402827733049,"Daniel","Todd",1902,954
"784",FALSE,0.306757571109418,"Brandon","Molina",1900,784
"990",FALSE,-1.08866411432654,"Andrew","Chang",1901,990
"760",FALSE,0.553497095874771,"Sarah","Johnson",1911,760
"906",FALSE,1.55790876050717,"Alyssa","Chen",1925,906
"307",TRUE,-1.4824714676526,"Justin","Molina",1915,307
"819",FALSE,-0.662568078736876,"Emily","Christensen",1919,819
"454",TRUE,-1.41219378986665,"Lauren","Brady",1908,454
"180",FALSE,0.523066105919309,"Elizabeth","Avila",1899,180
"582",TRUE,1.65356858245953,"Michael","Goodwin",1913,582
"373",FALSE,-0.747110946574477,"Madison","Smyth",1920,373
"731",FALSE,-0.465398181259194,"Nicholas","Molna",1910,731
"97",TRUE,1.36385414315959,"Zachary","Webster",1905,97
"840",TRUE,-1.4128921375039,"Matthew","Webster",1919,840
"934",TRUE,0.661232912205078,"Victoria","Andersen",1902,934
"152",FALSE,0.704300342482821,"Rachel","Avila",1903,152
"283",TRUE,1.1227870407527,"Olvia","Avila",1906,283
"177",FALSE,-1.1549362438233,"Joseph","Smyth",1908,177
"675",TRUE,1.02294957558123,"Madison","Kamps",1909,675
"514",FALSE,1.99069736948064,"achel","Aderson",1917,514
"772",FALSE,2.38683660942472,"Ryan","Avila",1908,772
"711",FALSE,-3.10744853377749,"Kayla","Khang",1914,711
"584",FALSE,-1.27306307215621,"Emily","Webster",1917,584
"650",FALSE,-0.419472817384199,"Elizabeth","Johnson",1912,650
"617",TRUE,-0.184380377540696,"Laurn","Cheng",1925,617
"278",TRUE,-1.11373997331743,"Kayla","Goodwin",1925,278
"50",TRUE,1.45832321071253,"Meghan","Molina",1919,50
"448",FALSE,-1.37664967590766,"Bandon","Gadwin",1916,448
"662",TRUE,-2.43472826019955,"Nicholas","Potter",1911,662
"900",TRUE,-0.719597013852255,"Taylor","Potter",1926,900
"322",TRUE,-0.273717230781923,"Ashley","Chang",1913,322
"679",TRUE,0.174759263588269,"Heennah","Andersen",1908,679
"15",FALSE,0.523965973502543,"Rachel","Christensen",1912,15
"794",TRUE,-0.0734573436680108,"John","Fischer",1902,794
"829",TRUE,-0.4132643344625,"Justin","Godwin",1923,829
"600",TRUE,-0.809371319835449,"Samantha","Curry",1905,600
"489",TRUE,-0.993748841640885,"Elizabeth","Wbster",1905,489
"996",FALSE,0.674411545840337,"Sarah","Smith",1913,996
"911",FALSE,1.00427927457659,"Emily","Avila",1904,911
"158",TRUE,0.675384987808121,"Rachel","Campos",1924,158
"262",TRUE,-0.751651700164345,"Meechael","Anderen",1907,262
"127",TRUE,-1.56086823152047,"Nicholas","Sherma",1908,127
"477",FALSE,0.067386244991254,"Michael","Wiliams",1912,477
"741",FALSE,1.59383769693426,"Andrew","Andersen",1914,741
"797",TRUE,-0.153270983161378,"Joshua","Fischer",1907,797
"352",FALSE,0.961398217159666,"Jacob","Khang",1909,352
"428",TRUE,0.869750861086265,"Justin","Molia",1915,428
"605",FALSE,-0.963577851270889,"Emma","Brady",1908,605
"931",FALSE,2.3765521282758,"Megan","Avla",1925,931
"805",TRUE,1.1672371839506,"Jessica","Ashanfeelter",1913,805
"202",FALSE,-2.7907174779866,"Alyssa","Kampos",1912,202
"325",FALSE,1.2305890215674,"Jeessica","Johnson",1912,325
"590",TRUE,0.124398728927764,"Christopher","Curry",1915,590
"557",FALSE,-2.48188943834469,"Jacob","Webster",1910,557
"919",TRUE,-2.08701767426911,"Michael","Sherman",1919,919
"732",TRUE,-1.21756333625641,"Jessica","Waliams",1917,732
"167",TRUE,-2.39556758717095,"Rachel","Chang",1907,167
"661",TRUE,-1.01153055490187,"Kayla","Wolper",1912,661
"305",FALSE,2.02617192183142,"Kayla","Brady",1908,305
"787",FALSE,-0.13979622266858,"Alyssa","Curry",1925,787
"469",FALSE,-1.4578093018675,"Taylor","Molina",1910,469
"329",FALSE,2.94884400942276,"Olivia","Johnson",1903,329
"374",TRUE,0.883678941624879,"Michael","Smyth",1917,374
"728",FALSE,0.327822583302673,"race","Christensen",1924,728
"719",TRUE,-0.190424193009831,"Andrew","Wolper",1903,719
"342",FALSE,0.71038153110498,"Lauren","Walton",1925,342
"111",TRUE,-0.550201258856239,"Megan","Sherman",1914,111
"42",FALSE,-0.0590432126174191,"Daniel","Anderson",1907,42
"889",FALSE,-0.107505495703011,"Rachel","Mullins",1923,889
"417",FALSE,2.08223703806523,"Emma","Andarson",1917,417
"686",FALSE,-0.364793409366762,"Michael","Fischer",1923,686
"755",FALSE,-1.2791483175379,"Joseph","Johnson",1923,755
"842",TRUE,-1.74224594797767,"Christopher","Fiscer",1914,842
