"","x1","x2","first","last","year","id_x"
"852",TRUE,-1.59614306612306,"Meghan","Brady",1910,852
"868",FALSE,-1.03759385876698,"Zachary","Smith",1907,868
"891",TRUE,1.3491745971786,"Olivia","Brady",1917,891
"293",FALSE,-0.293551813312908,"Alyssa","Curr",1906,293
"388",FALSE,0.586303388007479,"Danil","Cheng",1927,388
"746",FALSE,-1.36794511433177,"Anthony","Brady",1920,746
"87",FALSE,1.4399978358411,"Emma","Brady",1917,87
"350",TRUE,-1.34582657718771,"Lauren","Ashenfelter",1923,350
"435",FALSE,-1.23814852593151,"Jessica","Todd",1919,435
"548",TRUE,0.343647368111947,"Michael","Ashenfelter",1916,548
"775",FALSE,-0.295577277380101,"Ashley","Chag",1919,775
"576",FALSE,2.50504379725983,"Jessica","Kmpos",1900,576
"978",FALSE,1.54510994318291,"Sarah","Campos",1921,978
"131",TRUE,-0.141404238224129,"Teeylor","Mullis",1907,131
"494",TRUE,0.139818652227252,"Joseph","Avila",1924,494
"776",TRUE,-0.853201741524793,"Alyssa","Andersen",1901,776
"245",FALSE,-1.59793588692606,"Samantha","Waliams",1905,245
"583",TRUE,1.2113882057149,"Joshua","Sherman",1906,583
"300",FALSE,0.341849913216585,"David","Christensen",1923,300
"947",FALSE,1.61109738542681,"Tylor","Walton",1914,947
"77",TRUE,-1.37628398295662,"Madison","Mullins",1922,77
"306",FALSE,2.10466408121208,"Hannah","Smyth",1915,306
"609",TRUE,0.245463918854959,"Alyssa","Kary",1924,609
"43",FALSE,-2.3104555720191,"Lauren","Christensen",1908,43
"490",FALSE,-2.52012403923119,"Nicholas","Webster",1918,490
"696",FALSE,-1.14555771079929,"Elizabeth","Potter",1907,696
"445",FALSE,0.537361034564015,"egan","Christensen",1918,445
"982",TRUE,1.1831499478257,"Justin","Brady",1908,982
"481",TRUE,-1.05937891299079,"Megan","Johnson",1901,481
"937",FALSE,0.113244232559403,"Jeestin","Goodwin",1921,937
"377",TRUE,-0.545822326363661,"Matthw","Chang",1913,377
"549",TRUE,-0.417542364198584,"Jeesef","Smith",1905,549
"309",TRUE,-0.441987068607689,"Tyler","Brdy",1916,309
"791",TRUE,-0.855542518740557,"Meedison","Fscher",1916,791
"1000",FALSE,-1.86871997154221,"Justin","Potter",1921,1000
"437",TRUE,1.21485311160788,"Oleevia","Adarson",1912,437
"991",TRUE,-2.10657698504594,"Elizabeth","Todd",1917,991
"239",FALSE,-0.0674457865907015,"Jessica","Walton",1901,239
"424",FALSE,-1.18049826780094,"Rachel","Christensen",1919,424
"434",TRUE,-0.2286267336126,"Jacob","Andersen",1909,434
"215",FALSE,-0.789733383661951,"Rachel","Christensen",1904,215
"551",TRUE,2.41220165670806,"Weeliam","Sherman",1926,551
"65",FALSE,1.05099719699298,"Emily","Wasteer",1918,65
"331",FALSE,0.014159100922045,"Tyler","Crry",1904,331
"141",TRUE,-2.49507362736456,"Emma","Cury",1909,141
"989",TRUE,1.21228218854754,"Rahel","Woper",1914,989
"560",FALSE,1.26149290259126,"Megan","alton",1923,560
"409",FALSE,-1.23231171497564,"Oleevia","Smyth",1916,409
"812",TRUE,0.139693217988749,"Andrew","Brady",1908,812
"212",FALSE,3.53117957475843,"Brandon","Smith",1915,212
"368",TRUE,1.66612630035658,"Emily","Campos",1918,368
"72",TRUE,2.23208764347748,"Nicholas","ullins",1913,72
"378",TRUE,0.737060792845247,"Brandon","Cheng",1919,378
"193",FALSE,2.5084618643887,"Rachel","Williams",1913,193
"572",FALSE,-2.54581456777695,"Zachary","Cheng",1902,572
"173",FALSE,0.545078876987507,"Hannah","Potter",1903,173
"397",TRUE,-1.16344602957469,"Justin","Smith",1907,397
"963",TRUE,-0.205566898358816,"Mdison","Brady",1917,963
"942",TRUE,-2.58419941947836,"Matthew","Fischer",1906,942
"169",TRUE,0.0733378020763862,"Hannah","Ashenfelter",1916,169
"909",TRUE,-0.392489205260591,"Hannah","Smyh",1918,909
"291",FALSE,-2.04495114822963,"Sarah","Kary",1912,291
"683",TRUE,-0.225037702798221,"Tyler","Curry",1917,683
"58",FALSE,0.393390707201333,"Justin","Andersen",1904,58
"865",TRUE,0.203872782046032,"Christopher","Chang",1921,865
"148",FALSE,-0.92505382823143,"David","Chang",1909,148
"327",TRUE,1.15743401960713,"Meghan","Walton",1903,327
"932",TRUE,0.0963141361973815,"Daniel","Campos",1902,932
"544",TRUE,1.69382497958253,"Grae","Williams",1920,544
"877",FALSE,0.481162124213395,"Zchary","Fascheer",1920,877
"924",TRUE,-0.394257261149075,"Emily","Todd",1901,924
"304",TRUE,-2.06534850126099,"Hannah","Avila",1925,304
"296",TRUE,-1.34869279952313,"Victoria","Todd",1906,296
"849",FALSE,0.881071113737806,"Joshua","Chang",1919,849
"479",FALSE,-1.73359759086569,"Christopher","Goodwin",1919,479
"993",TRUE,0.86106284914867,"Nicholas","Wolper",1919,993
"930",FALSE,0.258936605899185,"Justin","Christesen",1919,930
"668",FALSE,1.68200647760071,"Lauren","Todd",1903,668
"651",TRUE,-3.20549646575719,"Taylor","Wbster",1908,651
"7",TRUE,-1.31881493400983,"Samantha","Cury",1916,7
"457",TRUE,-0.0770971319202913,"Meghan","Campos",1919,457
"788",TRUE,0.371181701165223,"Lauren","Tdd",1905,788
"749",TRUE,-2.13964591651505,"Alexis","Sharman",1922,749
"476",FALSE,-1.99488095107176,"Ashley","Brady",1901,476
"586",FALSE,-0.377160816409293,"Jcob","Williams",1908,586
"530",TRUE,-1.68650951299339,"Brandon","Johnson",1908,530
"465",FALSE,-0.633736073284096,"Olivia","Johnson",1919,465
"133",FALSE,-1.81068335353004,"Brandon","Khrasteensen",1901,133
"228",FALSE,-0.756551906120393,"Keeyla","Kar",1898,228
"823",FALSE,4.00629218729829,"Samantha","Andersen",1910,823
"917",FALSE,1.62268869751072,"Taylor","Smith",1902,917
"535",TRUE,-0.761998090911594,"Andrew","Walton",1921,535
"328",TRUE,0.4466462805798,"Alyssa","Potter",1909,328
"747",TRUE,-0.869913135381603,"Rachel","Campos",1911,747
"493",FALSE,-0.00525390264181467,"Megha","Webster",1924,493
"828",TRUE,0.219562115992953,"Brandon","Anderson",1900,828
"846",FALSE,-0.214026446282611,"Nichoas","Khang",1902,846
"188",TRUE,-2.21580950914277,"Emma","Brady",1921,188
"284",TRUE,-0.470091525370655,"James","Webser",1900,284
"919",TRUE,1.33333565447292,"Jacob","Anderson",1903,919
"46",FALSE,-1.63402437279702,"James","Wolper",1900,46
