"","x1","x2","first","last","year","id_x"
"398",FALSE,0.111054898128662,"John","Chen",1909,398
"871",FALSE,-2.44636044437763,"Madison","Webster",1905,871
"904",FALSE,2.68410007744942,"John","Wolper",1925,904
"438",FALSE,-0.273252694269152,"Ryan","Potter",1909,438
"210",TRUE,0.606295506864881,"Alexis","Anderson",1911,210
"443",TRUE,-0.221446208760342,"Emma","Khrasteensen",1923,443
"849",FALSE,0.328760235411303,"Taylor","Smyth",1918,849
"558",FALSE,-2.7871142991581,"Emma","Walton",1901,558
"536",TRUE,-2.39076306349585,"Ryan","Ashenfelter",1918,536
"388",FALSE,-0.721049389047643,"Sarah","Smyth",1925,388
"676",FALSE,1.03987073026979,"Victoria","Smith",1914,676
"182",FALSE,-0.273061641833606,"Anthony","Todd",1900,182
"973",TRUE,1.4093751963758,"Ryan","Aala",1913,973
"878",TRUE,-2.06887146444235,"Taylor","Christensen",1900,878
"79",FALSE,-1.12471673859004,"Brandon","Christensen",1925,79
"994",TRUE,-0.435110149264193,"Alexander","Williams",1918,994
"473",TRUE,-2.4331429046374,"William","Anderson",1901,473
"628",TRUE,-0.207681261091586,"Grace","Christensen",1926,628
"931",TRUE,1.43729485941434,"Anthony","Christensen",1902,931
"715",TRUE,3.94491371667024,"Megan","Avila",1922,715
"771",TRUE,0.0175419623664445,"Madison","Smyt",1912,771
"753",TRUE,-0.537630854344106,"oseph","Anderson",1917,753
"301",FALSE,-1.11773800398209,"Grace","Williams",1920,301
"695",FALSE,2.10387326607518,"Zachary","Smyth",1903,695
"225",FALSE,1.60374892848085,"Michael","Tadd",1908,225
"439",FALSE,1.12146256478815,"Jacob","Fischer",1920,439
"258",FALSE,0.366692250763762,"Alexander","Ashenfelter",1905,258
"842",FALSE,-0.586578757960293,"Rachel","Webster",1920,842
"244",FALSE,1.95389551540045,"Samantha","Avila",1912,244
"517",TRUE,0.986516194866174,"Alyssa","Cheng",1923,517
"190",TRUE,-1.15566911059565,"Daniel","Smyth",1911,190
"912",FALSE,-1.05666553188292,"Hannah","Campos",1904,912
"181",TRUE,1.19830030249828,"Matthew","Molina",1923,181
"249",TRUE,-0.996501870969329,"Hannah","Curry",1922,249
"294",FALSE,0.439915544190021,"Zachary","Mullins",1904,294
"678",TRUE,0.378029573531999,"Madison","Ashanfeelter",1902,678
"528",FALSE,-2.80855087085106,"Jessica","Ashenfelter",1912,528
"260",FALSE,2.6871511408437,"Justin","Bady",1915,260
"650",TRUE,0.923802271473825,"Hannah","Molina",1914,650
"472",FALSE,-0.495730924269647,"Alexis","Wolper",1904,472
"801",TRUE,1.95516017571723,"Sarah","Anderson",1919,801
"482",TRUE,-0.281941555449403,"Jessica","Chang",1901,482
"886",TRUE,-3.12911288654424,"Christopher","Webster",1916,886
"701",TRUE,-1.629545675749,"Alexander","Sherman",1907,701
"815",FALSE,-1.79056663572445,"Brandon","Andarsen",1902,815
"540",TRUE,-1.01189611609832,"Megan","Khag",1917,540
"25",FALSE,-1.89131203454857,"Anthony","Walton",1913,25
"745",TRUE,-0.448196207469631,"Jacob","Molina",1909,745
"690",TRUE,-0.495818658195731,"Grace","Andersen",1920,690
"132",FALSE,0.648074485534685,"Ashley","Ashenfelter",1925,132
"202",TRUE,1.53820316777966,"Kayla","Sharman",1909,202
"309",TRUE,-2.95187599985767,"Jessica","Malis",1916,309
"696",TRUE,-0.853347046067794,"Elizabeth","Tad",1923,696
"275",TRUE,-1.63260801001254,"Daniel","Waliams",1900,275
"569",TRUE,1.45732088651484,"Justin","Walton",1920,569
"575",TRUE,-3.29172027621666,"Justin","Todd",1912,575
"995",TRUE,-0.391145627348419,"Daniel","Kampos",1913,995
"334",FALSE,0.444737858016449,"Matthew","Sherman",1916,334
