"","x1","x2","first","last","year","id_x"
"142",TRUE,0.745698495648334,"Daniel","Cheng",1901,142
"727",TRUE,0.0655959001713154,"Nicholas","Smith",1913,727
"964",FALSE,-0.553576619230153,"yan","Williams",1915,964
"726",FALSE,-0.234384246112161,"Meegan","Brady",1921,726
"353",TRUE,-0.910104184866735,"James","Todd",1925,353
"747",FALSE,-2.18080284414354,"Taylor","Campos",1917,747
"881",TRUE,2.27293751204265,"Alyssa","Andrson",1925,881
"75",FALSE,-1.25352164965099,"Jacob","Potter",1904,75
"290",FALSE,0.745474202734403,"Alexis","Kong",1913,290
"39",TRUE,1.53993512918545,"Justin","urry",1923,39
"93",TRUE,2.1908772006125,"Daniel","Smith",1918,93
"357",TRUE,-0.787099361179651,"Michael","Webster",1923,357
"299",TRUE,-1.47712006936555,"Tyler","Avola",1924,299
"320",TRUE,-0.532687781617851,"Lauren","Mullins",1918,320
"921",TRUE,-0.874726828121419,"Matthew","hang",1909,921
"763",FALSE,0.106314355849967,"Samantha","Chng",1901,763
"515",TRUE,-0.903183502609564,"Emeely","Ashenfelter",1922,515
"300",TRUE,0.184042645337077,"Teeylor","Molina",1911,300
"392",FALSE,-2.32881352380235,"Elizabeth","Andersen",1912,392
"496",TRUE,-1.13369407067879,"Davd","Smyth",1906,496
"771",FALSE,3.21768340036119,"Samanha","Curry",1908,771
"985",TRUE,0.593864188362064,"Samantha","alton",1914,985
"56",FALSE,1.77580480228936,"Ryan","Johson",1923,56
"742",FALSE,0.416515916895718,"Emma","Curry",1922,742
"12",FALSE,-0.748991183126215,"Daniel","Wolpeer",1923,12
"691",FALSE,0.974878530783178,"Olivia","Poter",1914,691
"319",FALSE,-1.09625592955085,"David","Christensen",1913,319
"504",FALSE,2.14943653641515,"Meghan","Anderson",1920,504
"759",FALSE,-1.88145199803838,"Brandon","Goodwin",1911,759
"449",FALSE,-0.166061473402605,"Anthny","Walton",1920,449
"248",TRUE,0.626339098719864,"Brandon","Webster",1919,248
"17",FALSE,-1.89059247455469,"Ashey","Walton",1917,17
"222",TRUE,-0.646291100784352,"ntheeny","Sherman",1906,222
"657",FALSE,-1.89273999230736,"Elizabeth","Goodwin",1908,657
"960",FALSE,0.0227817226915184,"Ryan","Andersen",1921,960
"548",TRUE,0.060841469495448,"Megan","Todd",1902,548
"930",FALSE,-0.103870601817666,"Victoria","Johnson",1900,930
"119",TRUE,1.52138475026333,"Michael","Webster",1906,119
"813",TRUE,-1.37555879375602,"Daniel","Christnsen",1900,813
"642",TRUE,-0.950471954695186,"Zachary","Smit",1903,642
"42",TRUE,-2.0333213472269,"Lauren","Smyth",1905,42
"891",TRUE,-0.735808596875106,"Jessica","Smyh",1907,891
"569",FALSE,-0.513910412934365,"Zachary","Christensen",1914,569
"743",TRUE,1.42081039314209,"Jacob","Smyth",1903,743
"969",TRUE,0.337381055939026,"Grace","Sherman",1912,969
"137",FALSE,1.28373681326569,"Ryan","Chan",1922,137
"432",FALSE,0.734847690083837,"Ryan","Mullis",1907,432
"538",FALSE,0.416228354455616,"Emily","Potteer",1907,538
"683",TRUE,-0.368274212280785,"Christopher","Anderson",1924,683
"464",FALSE,0.745391571961764,"Victoria","mith",1906,464
"305",FALSE,-0.339250153803624,"Daniel","Kory",1909,305
"544",TRUE,1.11544482957424,"Ryan","Molina",1906,544
"829",FALSE,1.27808608815323,"Jacob","Avila",1909,829
"570",TRUE,-0.954168630605282,"Rachel","Brody",1921,570
"16",FALSE,-0.257634807337954,"Michael","Potter",1915,16
"10",FALSE,0.143684089455534,"Meghan","Goowin",1902,10
"822",FALSE,0.25778618187883,"Andrew","Walton",1911,822
"628",FALSE,-1.20696120693128,"Rachel","Serman",1900,628
"368",FALSE,0.431333228819926,"Brandon","Fischer",1901,368
"485",FALSE,0.0181540365068492,"David","Sherman",1901,485
"917",TRUE,1.7776401018382,"Daniel","Avila",1918,917
"736",TRUE,1.47205269935087,"Victoria","Avila",1907,736
"258",FALSE,-0.611693490762219,"Olivia","Sherman",1923,258
"766",TRUE,0.0611844775086117,"Megan","Todd",1925,766
"397",FALSE,0.715699169738419,"Ashley","Poter",1917,397
"304",TRUE,1.04552571620879,"Elizabeth","Andersen",1923,304
"605",TRUE,1.7526159738982,"Madison","Curry",1924,605
"633",FALSE,-2.30859780124618,"Joshua","Smith",1914,633
"748",FALSE,-1.92678277780249,"Anthony","ullins",1904,748
"798",FALSE,0.504326495347528,"Sarah","Wolpeer",1902,798
"613",FALSE,-0.426840867143705,"Samantha","Wolper",1900,613
"507",FALSE,-0.699836750466892,"Daniel","Campos",1902,507
"424",TRUE,-2.33212865140389,"Jaob","Wolpeer",1911,424
"460",FALSE,0.893431721163526,"Meechael","Potter",1910,460
"818",TRUE,-2.01288186116539,"Meghan","Molina",1918,818
"573",FALSE,-1.72629866222766,"Samantha","Kory",1904,573
"45",TRUE,-3.02050800335011,"Ashleey","Mlina",1900,45
"531",TRUE,-0.125856432429695,"Ashley","Walton",1924,531
"352",TRUE,-0.296388288096972,"Elizabeth","Williams",1907,352
"760",FALSE,-2.54352994642532,"Kayla","Molina",1916,760
"816",TRUE,0.225390126288716,"William","Molina",1910,816
"212",FALSE,0.751125178240251,"Alexander","Andorseen",1908,212
"74",TRUE,-0.0693007767876093,"Sarah","Johnson",1912,74
"28",TRUE,0.285381616786535,"Samantha","Kory",1923,28
"229",FALSE,-1.14435738006602,"Madison","Cheng",1923,229
"900",FALSE,-0.52555073850228,"Deevid","Anderson",1912,900
"516",TRUE,0.414215570904804,"Victoria","Fischer",1905,516
"579",FALSE,-2.93481292227706,"Victoria","Johnson",1904,579
"925",TRUE,-4.20732278732391,"Kayla","Anderson",1922,925
"497",TRUE,2.13823526735828,"Andrew","Ashenfelter",1919,497
