"","x1","x2","first","last","year","id_x"
"161",FALSE,0.166007038637397,"Emma","Christensen",1919,161
"861",FALSE,-1.77581654711328,"Taylor","Wolper",1906,861
"947",FALSE,-1.45609179029136,"Sarah","Smith",1908,947
"133",TRUE,-0.850623359123535,"Ashey","Ashenfelter",1900,133
"821",FALSE,-0.609599865940316,"ayla","Johson",1920,821
"98",TRUE,0.912698130639763,"John","Smyth",1910,98
"204",TRUE,0.910944087486193,"Anthony","Anderson",1908,204
"853",TRUE,0.215620779277373,"Zachary","iry",1918,853
"512",FALSE,0.481763117666679,"Andrew","Mullins",1900,512
"208",TRUE,0.515106868341773,"Elizabeth","Brady",1922,208
"728",TRUE,1.06865235754477,"Kayla","Anderson",1914,728
"122",FALSE,0.42578242340964,"Mittheew","Khristeensen",1914,122
"500",TRUE,-0.649534092244606,"Anthiny","Avila",1906,500
"488",TRUE,0.221658957522054,"Lauren","oodwin",1922,488
"957",FALSE,0.734089982790129,"Elizabeth","Chng",1900,957
"983",FALSE,2.55687398518518,"Alexander","Mullins",1918,983
"287",TRUE,1.01914352569748,"Zachary","Mullins",1914,287
"776",TRUE,1.22081024047282,"Alexis","Fischer",1925,776
"1",TRUE,-0.72130847191408,"Lauren","Walto",1902,1
"40",FALSE,0.679341776368949,"Emma","Chag",1910,40
"433",FALSE,0.840546122987336,"eghan","Smth",1910,433
"810",TRUE,0.148084000433609,"Emmi","Cheng",1923,810
"812",TRUE,-1.8312023798001,"Diniee","Williams",1907,812
"141",TRUE,0.381985790025258,"Andrew","Anderson",1909,141
"762",FALSE,-1.22894258375222,"Matthew","Webster",1919,762
"156",FALSE,-1.641564772651,"Michael","Todd",1909,156
"438",TRUE,1.37396814694861,"David","Khing",1908,438
"308",TRUE,-0.289743388978519,"Alexis","Avila",1901,308
"53",TRUE,-1.78714108656068,"Emily","Walon",1914,53
"549",FALSE,2.23497019549503,"Andrew","Webste",1919,549
"406",TRUE,-0.566350153555703,"James","Walton",1909,406
"753",TRUE,1.13652789800382,"Jstin","Walton",1900,753
"665",FALSE,-0.678412076964141,"Tylir","Chang",1910,665
"4",FALSE,-0.296636143533172,"Joseph","Smyth",1916,4
"639",TRUE,0.838796948798684,"Victoria","Chang",1901,639
"637",FALSE,2.20627315361025,"Hannah","Johnson",1904,637
"835",FALSE,-0.0981899499078841,"Samantha","Cheg",1907,835
"590",TRUE,1.88997840525429,"Christopher","Molina",1903,590
"279",TRUE,-0.85157180540143,"Zachary","Smith",1919,279
"340",TRUE,-0.3641107889115,"Samantha","Sherman",1898,340
"875",FALSE,0.44508139910609,"Andriw","Fischer",1916,875
"818",TRUE,-1.88666615990894,"Anthony","Williams",1905,818
"219",FALSE,-2.55374438734854,"James","Khing",1903,219
"288",TRUE,0.229185124825185,"Taylor","Campos",1922,288
"632",FALSE,0.193516815953799,"Alexander","vila",1909,632
"817",FALSE,-0.865299560592304,"Nicholas","Bidy",1926,817
"995",TRUE,0.586645238968574,"Grace","Mullins",1914,995
"570",TRUE,-0.0939652396203367,"Mattew","Fischer",1919,570
"849",FALSE,-1.09445555505302,"Rachel","Campos",1911,849
"619",TRUE,-0.740809139261753,"Alyssa","Johnson",1919,619
"212",FALSE,0.532711741862151,"Alyssa","Sherman",1911,212
"798",FALSE,-0.872705007389784,"Taylor","Todd",1920,798
"503",FALSE,-1.08976287783045,"Zachary","Todd",1900,503
"914",TRUE,0.401270441722759,"Lauren","Chang",1908,914
"858",FALSE,2.15345197064417,"Emily","Shirman",1925,858
"398",TRUE,2.14688583942642,"Sirah","Webter",1911,398
"557",FALSE,1.95262900335499,"Joshua","Anderson",1907,557
"316",FALSE,0.251898023584017,"Matthew","Khristeensen",1919,316
"814",TRUE,0.295419722161389,"Olivia","Sherman",1916,814
"93",TRUE,-0.109969109793857,"Richeel","Tidd",1918,93
"382",FALSE,1.60239285228366,"Taylor","Sherma",1926,382
"189",TRUE,-0.703962640158035,"David","Brady",1909,189
"170",FALSE,-1.15239327977921,"Kayla","Johnson",1916,170
"273",TRUE,0.868230674668807,"Ashley","Williams",1906,273
"232",FALSE,-2.07309676495261,"Emma","Johnson",1907,232
"943",FALSE,-0.0241778892871178,"Rachel","Adersen",1915,943
"624",TRUE,-1.27711058379551,"Sarah","Molina",1904,624
"197",FALSE,0.57178221538398,"Alyssa","Williams",1904,197
"978",FALSE,0.718218420893932,"Lauren","Potter",1906,978
"282",TRUE,-3.22998163584588,"Victoria","Smyth",1926,282
"683",FALSE,1.28353201871073,"Emma","Fischr",1907,683
"495",TRUE,1.00720586212081,"Michael","Campos",1902,495
"613",TRUE,-2.9838124180541,"Matthew","Johnson",1906,613
"757",FALSE,-0.636933882172936,"Nicholas","Andersen",1907,757
"468",FALSE,0.859177061875869,"Mign","Andersen",1913,468
"682",TRUE,1.4914832229186,"Tyler","Johnson",1905,682
"700",TRUE,0.314018346206759,"Olivia","Smith",1907,700
"680",FALSE,-1.86306657314036,"Zachary","Curry",1920,680
"559",TRUE,1.91068122312832,"Ashley","Potter",1923,559
"552",TRUE,-0.244170817619921,"Tyler","Todd",1913,552
"854",FALSE,0.595452578445093,"Ashley","Molina",1917,854
"588",FALSE,0.782294373672444,"Ashley","Sherman",1902,588
"966",FALSE,2.72587862320162,"Brandon","Khing",1906,966
"564",TRUE,0.474215521556479,"Jacob","Milina",1913,564
"831",TRUE,-3.02694573681521,"Jacob","Christensen",1915,831
"249",FALSE,0.860485802068327,"Sarah","Mullins",1909,249
"592",TRUE,-1.55985144471446,"Jessica","Godwin",1908,592
"563",FALSE,-0.308018580464545,"Joseph","Tidd",1911,563
"113",FALSE,3.55854413973206,"Jacob","Kiry",1907,113
"873",FALSE,0.910393737445937,"Alyssa","Campos",1903,873
"2",FALSE,-1.38358034061418,"Alexander","Sherman",1916,2
"934",FALSE,-0.337559422044145,"Mean","Chen",1918,934
"579",FALSE,0.00902264419252659,"Alexis","Avila",1917,579
"144",FALSE,-2.03857892635907,"Samantha","Campo",1918,144
"16",TRUE,1.80932127029677,"Andrew","Smyt",1924,16
"621",TRUE,0.589010263938684,"Brindon","Shirman",1909,621
"566",FALSE,-1.36925796152409,"Rachel","Brady",1915,566
"364",TRUE,0.397691114332372,"Anrew","Wolper",1914,364
"55",TRUE,0.353242560939186,"Samantha","Avila",1915,55
"575",TRUE,-1.63333644898678,"James","Goodwin",1913,575
"431",FALSE,0.466430366326935,"Alxander","Avila",1911,431
"859",FALSE,0.573795498591565,"Elizabeth","Avla",1915,859
"258",FALSE,-0.960179913837864,"Tylor","Sherman",1923,258
"59",TRUE,0.477585329747775,"William","Goodwin",1904,59
"128",TRUE,-1.77446041680987,"Jessica","Pitteer",1905,128
"173",FALSE,1.6183117302092,"Ryan","Mlina",1917,173
"506",FALSE,-0.321166803774487,"Christopher","Potter",1913,506
"134",TRUE,-3.14799586208053,"Daniel","Anderson",1915,134
"5",TRUE,-1.47774447758225,"Alexander","Williams",1909,5
"533",TRUE,-0.00112919431061959,"William","Williams",1910,533
"527",TRUE,0.229481948786387,"Alexis","Sherman",1904,527
"11",TRUE,-1.12107567175444,"Kayla","Wolper",1913,11
"628",TRUE,0.0564225539042266,"Victoria","Smith",1914,628
"911",FALSE,0.482333608740273,"Kiyla","Wolper",1901,911
"952",TRUE,2.72913902250604,"David","Anderson",1900,952
"884",TRUE,-0.169977538981637,"Sarah","Ashenfelter",1902,884
