"","x1","x2","first","last","year","id_x"
"572",FALSE,-0.848125427887248,"Elozabeeth","Christnsen",1900,572
"28",TRUE,1.63677958712151,"Nicholas","Todd",1907,28
"4",FALSE,0.586425106588041,"Christopher","Campos",1913,4
"884",TRUE,-1.17834067093825,"Aloxandeer","Molina",1910,884
"264",FALSE,1.24722953157014,"illiam","Khyng",1919,264
"90",FALSE,-0.0836283649142359,"Joshua","Ashynfeelter",1924,90
"477",TRUE,-0.683500323519134,"William","Chang",1913,477
"9",TRUE,2.31811348793692,"James","Ashenfelter",1917,9
"629",FALSE,-0.859264122865434,"Zachary","Smyth",1921,629
"530",FALSE,-0.882762537921304,"Alyssa","Goodwin",1904,530
"919",FALSE,0.842645085706066,"Alexander","Campos",1915,919
"428",TRUE,0.588648692651331,"Ryon","Syrman",1923,428
"316",FALSE,-0.408169577625107,"Emma","Webter",1901,316
"514",TRUE,0.566150042621609,"Ashley","Wolper",1916,514
"124",FALSE,0.881345576705509,"Alexander","Johnson",1919,124
"260",FALSE,1.15033813098799,"Jocob","Crry",1906,260
"525",TRUE,1.62561067716522,"Lauren","Goodwin",1907,525
"417",FALSE,-0.893583363878117,"Joshua","Wylton",1909,417
"300",TRUE,-0.760796246989245,"Hannah","Webster",1916,300
"422",FALSE,-0.787759941633772,"James","Walton",1914,422
"998",TRUE,0.0645185890079468,"Brandon","Chng",1906,998
"97",FALSE,2.24094441048955,"David","Kympos",1901,97
"556",TRUE,-0.85324805393816,"race","Potter",1920,556
"496",FALSE,0.385733746281249,"Jacob","Ashenfelter",1903,496
"267",TRUE,-2.60106481741292,"Samantha","Fischer",1907,267
"925",FALSE,-0.581184647566886,"Grace","Avila",1917,925
"476",TRUE,-0.963833229413877,"ames","Avila",1918,476
"941",FALSE,-0.519796902788075,"Alexander","Todd",1913,941
"351",FALSE,1.85451161105541,"James","Goodin",1902,351
"461",TRUE,1.3041165079878,"Olovia","Williams",1915,461
"303",TRUE,0.156774183728551,"Joshua","ampos",1915,303
"141",FALSE,-2.94112894543265,"Taylor","Khrysteesen",1900,141
"10",TRUE,-2.27858776792618,"Andrew","Shyrman",1900,10
"103",TRUE,0.862218377721807,"Grace","Ptter",1903,103
"126",TRUE,-0.226013925802237,"John","Walon",1918,126
"548",TRUE,2.65593314137779,"Lauren","Johnson",1912,548
"370",FALSE,-0.0903284709027619,"David","Avila",1905,370
"578",FALSE,0.495479745359939,"Taylor","Webster",1914,578
"671",FALSE,1.03386871821524,"Jessica","Wylton",1920,671
"938",FALSE,0.0612129270850304,"Alyssa","Anderson",1910,938
"557",TRUE,2.62031332446014,"James","Molina",1923,557
"934",TRUE,2.5732274337834,"Jshua","Wolper",1913,934
"365",FALSE,-1.75934398592159,"Zachary","Pytteer",1911,365
"657",TRUE,-1.17307478994962,"Matthew","Avila",1901,657
"44",FALSE,0.503421572780752,"Daniel","Mullins",1919,44
"412",TRUE,0.54159585978724,"Taylo","Cheng",1911,412
"515",FALSE,-0.0898203667679791,"Emma","Smith",1904,515
"402",TRUE,3.87132324179885,"Jon","Todd",1912,402
"437",FALSE,0.798682619343211,"Ryan","Chang",1906,437
"431",FALSE,-1.76818089094336,"Meghan","Walton",1899,431
"816",TRUE,0.582146188396017,"Jessica","Fisher",1915,816
"531",FALSE,-0.120757271060923,"Andrew","Walton",1903,531
"440",TRUE,0.884765900716425,"Elizabeth","Wolper",1919,440
"926",FALSE,0.16857083548089,"Taylor","Anderson",1915,926
"79",FALSE,1.2309730281991,"Victoria","myth",1918,79
"766",TRUE,0.318497482422655,"John","Ashenfelter",1909,766
"699",FALSE,-0.0409830186634806,"Christopher","Mullins",1904,699
"89",FALSE,-0.859128465520396,"Tyler","Cheng",1917,89
"899",TRUE,-3.22445831420053,"Joseph","Cheng",1901,899
"549",TRUE,0.503513425922509,"Michael","Chang",1905,549
"352",FALSE,-2.76391922491165,"Elizabeth","Brady",1910,352
"827",TRUE,-1.73376949206195,"Justin","Christensen",1914,827
"793",TRUE,-0.887654274730934,"Samantha","Molina",1920,793
"978",TRUE,2.63228693562425,"Lauren","Brady",1901,978
"21",TRUE,-0.197339849723598,"Megan","Smyth",1905,21
"356",TRUE,0.778129357462989,"Tyler","Campos",1900,356
"522",FALSE,2.30327776778308,"Alexander","nderson",1900,522
"273",TRUE,0.249144201579643,"Grace","Brady",1922,273
"35",FALSE,-1.78937926611966,"Sarah","Anderson",1918,35
"939",TRUE,-1.54294391229994,"Sarah","Williams",1910,939
"322",FALSE,3.10805884788084,"Elizabeth","Williams",1910,322
"377",FALSE,-1.61421503660112,"Elizabeth","Anderson",1923,377
"618",TRUE,0.887669672209313,"Sarah","Cheng",1902,618
"233",FALSE,0.00635662432555035,"Michael","Kymps",1925,233
"176",FALSE,2.85968280172757,"Joshua","Ashenfelter",1908,176
"166",FALSE,0.578216492029024,"ndrew","Smyth",1914,166
