"","x1","x2","first","last","year","id_x"
"91",FALSE,-1.68448191419631,"Megan","Campos",1922,91
"474",TRUE,-2.37729280043937,"Nicholas","Avila",1924,474
"291",FALSE,2.8643820182166,"Megan","Williams",1923,291
"372",TRUE,-0.68738637210527,"David","Molina",1914,372
"462",TRUE,1.29533624494834,"Megan","Moina",1906,462
"537",TRUE,-0.340270040734907,"John","Curry",1926,537
"101",TRUE,0.414926249573401,"James","Walton",1913,101
"343",FALSE,-2.5657386468284,"Alexander","Todd",1921,343
"890",FALSE,0.328067738035141,"Megan","Potter",1918,890
"685",TRUE,0.912334968140362,"Ashley","Sharman",1902,685
"110",TRUE,-1.37514021333971,"Nicholas","Webster",1902,110
"503",TRUE,-1.71269552504967,"Talor","Cang",1912,503
"114",FALSE,-1.2936611730026,"Tyer","Smyth",1900,114
"915",TRUE,-0.161459655358383,"Jacob","Cheng",1918,915
"269",TRUE,-2.48493402520941,"Brandon","Anderson",1913,269
"445",TRUE,-1.8722379062842,"Emma","Khrasteensen",1901,445
"470",FALSE,0.0531620446740985,"Ahley","Brady",1918,470
"709",FALSE,-1.43688266475296,"Rachel","Ashenfelter",1926,709
"679",TRUE,1.56606999316335,"Rachel","Curry",1911,679
"583",FALSE,1.21912733657334,"Joseph","Smyth",1901,583
"313",FALSE,1.30558072312587,"David","Khang",1914,313
"169",FALSE,-0.120231564242937,"Michael","Andersen",1915,169
"539",TRUE,1.4182744397677,"Alyssa","Walton",1918,539
"195",TRUE,-0.606347982504574,"Meghan","Smth",1922,195
"976",FALSE,-1.27570916579644,"Joseph","myth",1919,976
"860",FALSE,1.02749863556083,"Rachel","Curry",1925,860
"146",FALSE,0.593863052248846,"Taylor","Johnson",1918,146
"61",FALSE,0.376359343424345,"Anthony","Walton",1899,61
"714",TRUE,-0.161983087752972,"Emma","Avila",1918,714
"772",TRUE,1.44423687948706,"Justin","Camos",1925,772
"979",TRUE,0.800844332871494,"Rachel","Brdy",1921,979
"804",TRUE,1.90004274484317,"Michae","Anderson",1905,804
"292",TRUE,0.265534599061379,"Jacob","Pottr",1917,292
"143",TRUE,0.338048293396422,"Meghan","Brady",1924,143
"688",TRUE,-0.839713499463032,"Olivia","Johnson",1904,688
"73",FALSE,0.272439591072208,"Matthew","Webster",1911,73
"72",FALSE,-0.556456124079042,"Tyler","Christensen",1901,72
"703",FALSE,0.254973794807732,"Kayla","Smith",1916,703
"344",FALSE,1.50751992836559,"Alyssa","Shaman",1911,344
"49",FALSE,0.440539533075593,"Aexis","Khrasteensen",1915,49
"991",TRUE,0.370663748354238,"Olivia","Campos",1906,991
"725",TRUE,-0.0274544124440044,"Joseph","Molina",1910,725
"12",TRUE,-2.71856641359502,"Victoria","Cheng",1917,12
"352",TRUE,-1.69681133068183,"Joseph","Johnson",1910,352
"311",TRUE,-0.904221127348953,"Elazabeeth","Ashenfelter",1914,311
"252",FALSE,-1.47233425228728,"Megan","Fischer",1902,252
"415",FALSE,1.64521819467714,"Megan","Johnson",1901,415
"506",TRUE,-0.839220710004068,"William","Brady",1912,506
"94",TRUE,-0.809533123249615,"Samantha","Campos",1910,94
"813",FALSE,-0.885353389002703,"Olivia","Campos",1905,813
"834",TRUE,-0.95665947878472,"Kayla","Brady",1924,834
"289",FALSE,-0.880599565385707,"Elizabeth","Wolper",1920,289
"136",FALSE,1.24549242535094,"Olivia","Camps",1920,136
"167",TRUE,0.450731047630918,"Matthew","Brady",1905,167
"375",TRUE,-1.73822929785171,"Jacob","Smith",1903,375
"34",TRUE,-1.10265766649928,"Ashley","Chang",1922,34
"338",FALSE,-0.231138319281935,"Grace","Campos",1903,338
"823",FALSE,0.731142224306229,"Anthony","Williams",1913,823
"611",TRUE,-1.68255563133776,"Jessica","Anderson",1914,611
"955",FALSE,-1.0226511748817,"Joseph","Andersen",1911,955
"542",TRUE,-0.771433843078744,"Alexander","Smyth",1916,542
"99",TRUE,-1.88203116346539,"Elizabeth","Smith",1906,99
"568",FALSE,-1.92347971996976,"Christopher","Goodwin",1916,568
"255",FALSE,2.01145235887757,"Samantha","Todd",1909,255
"336",TRUE,-0.467666897602489,"Joshua","Curry",1918,336
"401",FALSE,0.602769159118372,"Matthew","Avila",1909,401
"54",FALSE,1.89666332636846,"Christopher","Anderson",1914,54
"953",TRUE,-0.135118226151426,"Madison","Andrsen",1924,953
"833",TRUE,0.296230512366959,"Zachary","Fischer",1904,833
"283",TRUE,2.73831028035945,"Taylor","Andarson",1900,283
"345",TRUE,0.51333584222377,"Joeph","Johnson",1910,345
"747",TRUE,-1.49665597513259,"Lauren","Ashenfelter",1926,747
"27",FALSE,0.0935606520381473,"Brandon","Chang",1913,27
"178",FALSE,0.403677671793674,"Rachel","Ashenfelter",1901,178
"756",TRUE,-0.481226066029333,"Anthony","Avila",1915,756
"951",TRUE,0.869576791800536,"Emma","Smith",1902,951
"19",FALSE,0.766943963281564,"Alexis","Fischer",1904,19
"814",TRUE,0.941555043125647,"Olivia","Campos",1905,814
"594",TRUE,-1.73833487807119,"Madison","Potter",1902,594
"486",FALSE,0.965604057654508,"Madison","Smith",1902,486
"518",TRUE,2.09284049703986,"Jacob","Andersen",1909,518
"285",TRUE,1.78498591716347,"Emma","Walton",1911,285
"39",FALSE,-0.987383995645871,"Lauren","Potter",1900,39
"357",FALSE,-0.452981173931278,"Taylor","Curry",1911,357
"443",TRUE,-0.482629123813959,"Justin","Kang",1908,443
"561",TRUE,-0.466244084948717,"Alyssa","Goodwin",1915,561
"253",TRUE,0.0852633311522386,"Hannah","Wolper",1918,253
"835",FALSE,2.23636402241522,"Racheel","Todd",1919,835
"692",TRUE,-1.78795591405413,"Samantha","Curry",1924,692
"191",FALSE,-0.98119331821102,"achel","Avila",1918,191
"176",FALSE,-0.805985291186635,"Emily","Christensen",1918,176
"163",TRUE,0.103636623451033,"Olavia","Smyh",1922,163
"601",FALSE,-1.08134169656675,"Michael","Woper",1913,601
"41",FALSE,1.45968950295323,"Joshua","Andarseen",1913,41
"308",FALSE,-1.3511399331217,"Emily","ebster",1904,308
"853",FALSE,0.0209550394774807,"Nicholas","Malina",1902,853
"887",TRUE,-2.31066322136071,"Anthony","Cheng",1907,887
"93",FALSE,-0.803336193568748,"Madison","Todd",1924,93
"11",TRUE,0.996604512922967,"Jacob","Ashenfelter",1923,11
"22",FALSE,-1.95587828672712,"Emma","Todd",1924,22
"397",FALSE,1.31135003737914,"Sarah","Ashenfelter",1924,397
"121",TRUE,-0.272591697965432,"Meghan","Walpeer",1911,121
"29",TRUE,0.167696435659213,"Brandon","Curry",1917,29
"200",FALSE,-0.979947620770431,"Michael","Walpeer",1907,200
"154",FALSE,1.45324896875426,"Olivia","Chen",1903,154
"210",FALSE,-0.415467854481617,"Hannah","Cheng",1910,210
"25",TRUE,2.06765032378521,"Daniel","Wolper",1904,25
"526",FALSE,1.96566147021197,"Nicholas","Cheng",1912,526
"69",FALSE,0.922715274240031,"Brandon","Ashenfelter",1910,69
"495",FALSE,-0.711979120435435,"Kayla","Webster",1901,495
"913",TRUE,1.42857912753955,"Hannah","Avila",1902,913
"622",TRUE,-0.999809795361871,"Victoria","Cheng",1926,622
"767",TRUE,-0.539938334171185,"Nicholas","Goodwin",1921,767
"194",TRUE,-1.94083668456108,"Christopher","Campos",1918,194
"790",TRUE,2.86771347990243,"Ryan","Mullins",1907,790
"430",TRUE,1.35165878720556,"Nicholas","Smyth",1915,430
"957",FALSE,-0.481388219339198,"Lauren","Curry",1900,957
"807",FALSE,0.440822061369415,"Michael","Brady",1902,807
"732",TRUE,-0.549830041016992,"James","Webster",1924,732
"98",FALSE,-0.88382453091688,"Rachel","Walton",1898,98
"334",TRUE,-0.898704202406133,"Zachary","Avila",1901,334
"237",FALSE,2.80043619028385,"Alyssa","Wlton",1925,237
"867",FALSE,1.6931799182456,"Lauren","Christensen",1921,867
"212",FALSE,-0.860312588893076,"Ryan","Campos",1920,212
"989",TRUE,-0.381906023383756,"Kayla","Ashenfelter",1903,989
"995",FALSE,2.81552849604647,"Justin","Brady",1923,995
"799",TRUE,1.20954050118045,"Ashley","Kry",1921,799
"854",TRUE,-2.09582816957396,"Emma","Goodwin",1909,854
"139",FALSE,-0.585833713290062,"Zachary","Walton",1911,139
"90",FALSE,1.52492499245003,"John","Tadd",1905,90
"251",TRUE,0.834929404540643,"Alexander","Ashenfelter",1903,251
"174",TRUE,-1.49821094603348,"Emma","Campo",1919,174
"914",FALSE,-1.01446529926874,"Emaly","Avila",1907,914
"385",FALSE,-0.434971803200964,"Meghan","Anderson",1901,385
"941",FALSE,1.08900079368183,"Jassica","Andrsen",1910,941
"797",FALSE,0.56476905642478,"Vactoria","Walton",1912,797
"140",TRUE,-0.319860436350262,"Zachary","Tadd",1923,140
"55",FALSE,0.206309496261194,"Madison","Campos",1919,55
"848",TRUE,-1.60680706439634,"Matthew","Anderson",1922,848
"600",TRUE,0.624623600582649,"Madison","Fischer",1916,600
"411",FALSE,0.888262253957658,"Alyssa","Andersen",1918,411
"778",FALSE,1.62687164084639,"Justin","Goodwin",1916,778
"198",TRUE,0.461433030128641,"Emily","Goodwin",1907,198
"974",FALSE,0.0334700915480213,"Anthony","Cheng",1911,974
"713",FALSE,0.989713684325927,"Christopher","Chang",1899,713
"407",TRUE,2.0450957815252,"Madison","Sharman",1921,407
"168",FALSE,-0.405135425994204,"Grace","Aderson",1903,168
"739",TRUE,2.08847882378838,"Alyssa","Sherman",1911,739
"455",TRUE,-2.57886861783247,"Hannah","Todd",1903,455
"530",FALSE,-0.70425963865696,"Christopher","Wolper",1907,530
"379",FALSE,-1.07665075146702,"Ryan","Mullins",1915,379
"965",TRUE,0.928111654940547,"Michael","Sherman",1922,965
"869",TRUE,0.206129653348229,"Alyssa","Todd",1913,869
"911",TRUE,-0.908075739576799,"Andrew","Brady",1908,911
"369",FALSE,-2.29088636220347,"Emma","Cheng",1914,369
"975",TRUE,-0.547964685023259,"Jacob","Chen",1915,975
"966",TRUE,1.318140331206,"Eily","Anderson",1902,966
"716",FALSE,0.142391027113457,"Jashua","Andarseen",1913,716
"92",TRUE,-1.83737335774392,"Rachel","Smith",1917,92
"439",FALSE,-2.18880848126167,"Christopher","Chang",1911,439
"304",FALSE,2.32998713631598,"Zachary","Ashenfelter",1904,304
"898",TRUE,0.69411910231136,"Alxis","Andersen",1907,898
"573",FALSE,0.401066309991431,"Hannah","Kar",1907,573
"789",FALSE,1.08443507126444,"Olivia","Goodwin",1904,789
"730",TRUE,-0.800536918552893,"Joshua","ohnson",1912,730
"666",TRUE,-0.256250366463136,"Ashley","ndarseen",1906,666
"254",TRUE,2.28180510627262,"Danel","Walton",1922,254
"821",TRUE,-2.06621680390455,"Alexis","Mullins",1911,821
"301",TRUE,-0.105213796501312,"Victoria","Brady",1915,301
"18",TRUE,-2.7194000485395,"ndrew","shenfelter",1919,18
"608",FALSE,-2.83187547976483,"Samantha","Molina",1918,608
"297",TRUE,0.94282067245158,"Kayla","Sharman",1913,297
"641",FALSE,2.12988776107118,"Jacob","Wlliams",1915,641
"452",TRUE,0.316602612283419,"Jhn","Mullins",1908,452
"405",TRUE,0.509777237170226,"Josua","Smith",1904,405
"438",FALSE,0.777383659842002,"Christopher","Mullins",1918,438
"916",TRUE,0.672019930743541,"Ryan","Walton",1908,916
"238",TRUE,1.71537426417177,"Nicholas","Fischer",1922,238
"764",FALSE,-0.353642577907438,"Grace","Smyth",1904,764
"183",TRUE,1.93631030710078,"Kayla","Walpeer",1901,183
"894",FALSE,-2.98530965540749,"Alexi","Molin",1905,894
"267",TRUE,0.65598701804736,"Daniel","Christensen",1914,267
"987",TRUE,-0.274605516368717,"Joseph","odd",1901,987
"147",TRUE,-1.23725108893833,"Jacob","Fischer",1920,147
"579",FALSE,2.40661046402706,"Brandon","Tadd",1916,579
"900",TRUE,0.360896570898954,"Jaes","Andarson",1902,900
"735",TRUE,0.184433202553265,"William","Williams",1926,735
"674",TRUE,-0.503408989643886,"Elizabeth","Kary",1917,674
"219",TRUE,1.0765062584527,"Ryan","Walpeer",1908,219
"382",FALSE,-2.51199506146487,"Madison","Molina",1904,382
"245",TRUE,2.03319634293762,"Kyla","Malins",1910,245
"959",FALSE,0.78155132558771,"Sarah","Brady",1901,959
"589",TRUE,-0.288923364650775,"Sarah","Ashenfelter",1917,589
"753",FALSE,-1.40761301023213,"Matthew","Anderson",1909,753
"738",TRUE,-0.209867169099234,"Daniel","Khang",1913,738
"721",TRUE,-1.35261944456567,"Jaseef","Smith",1922,721
"623",FALSE,1.96853451606163,"Nichoas","Chen",1903,623
"494",FALSE,0.349274169062554,"Ashley","Anderson",1914,494
"731",FALSE,-0.774571248862245,"Alyssa","Webster",1903,731
"432",TRUE,2.0336926167631,"Matthew","Potter",1922,432
"268",TRUE,-1.76597205191368,"Samantha","Fascheer",1906,268
"396",FALSE,-0.394774464664612,"Joseph","Brady",1907,396
"840",FALSE,-0.118727773760908,"Megan","Avala",1921,840
"967",TRUE,0.64785837318927,"Daniel","Sherman",1902,967
"744",FALSE,-2.05569459377792,"Rachel","Webster",1905,744
"243",FALSE,1.82911845983479,"Alexander","Mullins",1925,243
"216",TRUE,0.540318118003022,"Ryan","Walton",1920,216
"458",TRUE,-0.1559268044343,"Emily","Todd",1906,458
"279",FALSE,-1.02856086152435,"Brandon","Smyth",1924,279
"150",TRUE,0.127037277790989,"Joseph","Poter",1918,150
"149",TRUE,2.35906935207963,"David","illiams",1914,149
"630",FALSE,-0.371016111332021,"Sarah","Williams",1904,630
"562",TRUE,-0.0754484380938266,"Alexander","Ashenfelter",1905,562
"2",FALSE,-0.779160532590263,"Zchary","Cheng",1902,2
"491",FALSE,-0.476385509353206,"Andrew","Walton",1904,491
"424",FALSE,0.958202051103354,"Hannah","Goodwin",1920,424
"416",FALSE,1.67108628884038,"Matthew","Khrasteensen",1914,416
"368",TRUE,0.755446718343854,"Daniel","Smyth",1924,368
"103",TRUE,1.52488336420624,"Grace","Curr",1916,103
"45",TRUE,1.90157238185394,"Emily","Campos",1906,45
"574",TRUE,1.05801752843028,"Ashley","Goodwin",1907,574
"493",FALSE,-1.77327430206469,"Sarah","Sherman",1919,493
"425",FALSE,2.0375858249334,"Meghan","Avala",1923,425
"626",TRUE,0.110756576253645,"Jessica","Molina",1915,626
"220",TRUE,-1.46037326374133,"Taylor","William",1912,220
"810",TRUE,0.0892319091059237,"Ryan","Goodwin",1913,810
"949",TRUE,0.672626068652334,"Brandon","Williams",1921,949
"508",FALSE,0.640085795679141,"Meghan","Christesen",1910,508
"909",FALSE,-2.28879432706774,"Justin","Sherman",1913,909
"355",TRUE,-0.00841685935593669,"Victoria","Potter",1909,355
"925",TRUE,-2.52434564875946,"Madison","Brady",1898,925
"816",TRUE,3.64053983168414,"Joseph","Todd",1907,816
"921",FALSE,1.44023591797645,"Jacob","heng",1910,921
"660",FALSE,1.22127235773246,"James","Goodwin",1918,660
"179",FALSE,1.03517782613312,"Matthew","Smyth",1901,179
