"","x1","x2","first","last","year","id_x"
"818",FALSE,-3.01814200051891,"Tyler","Brady",1900,818
"850",FALSE,-0.128579558942782,"Michael","Goodwin",1923,850
"251",TRUE,2.85590340272252,"Lauren","Chang",1912,251
"722",TRUE,2.1025800429218,"Meeghan","shenfelter",1905,722
"225",TRUE,-0.0861430728464541,"Ashley","Campos",1908,225
"885",FALSE,3.14935935353391,"Hannah","Christensen",1902,885
"451",FALSE,0.898410516210058,"Victoria","Andrson",1909,451
"729",FALSE,-0.853443164200257,"Meghan","Willias",1909,729
"479",FALSE,-0.135947967862783,"Neecholas","Pyttee",1910,479
"211",FALSE,-2.47299668388085,"Hannah","Brady",1926,211
"774",FALSE,1.12711941077222,"Brandon","Campos",1923,774
"877",TRUE,0.400272227448941,"Zachary","Mullins",1923,877
"439",TRUE,-1.34578696771623,"Meghan","Christensen",1910,439
"156",FALSE,0.070927707362313,"Michael","Potter",1916,156
"140",TRUE,-1.51891835281203,"David","Curry",1916,140
"972",FALSE,-1.72350178463781,"Michael","Fischer",1904,972
"294",FALSE,1.45144724882911,"Alexis","Walton",1908,294
"50",FALSE,0.420800819028964,"Hannah","Campos",1910,50
"768",FALSE,-0.708991117029587,"Kayla","Williams",1907,768
"844",FALSE,-1.76821902820286,"Matthew","Walton",1922,844
"129",TRUE,0.977081916367677,"Kayla","Khyng",1924,129
"506",FALSE,-0.268002541249049,"Rachel","Avila",1925,506
"69",FALSE,-0.317498692038475,"David","Ashenfelte",1916,69
"250",TRUE,-1.7492027223918,"Lauren","Webster",1912,250
"537",TRUE,-1.57739767524314,"Jessica","Webster",1908,537
"215",FALSE,0.622877724310027,"Meghan","herman",1900,215
"249",TRUE,1.15316340544976,"Sara","vila",1910,249
"28",FALSE,1.40588466086744,"David","Wolper",1914,28
"302",FALSE,-0.538991392592308,"Alexander","Ashenfelter",1912,302
"664",TRUE,-0.0441236997953094,"Rachel","Anderson",1912,664
"614",FALSE,0.800839877193022,"James","Campos",1924,614
"846",TRUE,1.24424478582194,"Emma","Andersen",1901,846
"426",FALSE,-0.033459882725134,"Brandon","Mullis",1902,426
"236",TRUE,-1.42337447927454,"aylor","Wyliams",1904,236
"791",TRUE,-0.341004902611038,"John","Brady",1913,791
"509",TRUE,-1.92739462854946,"Zachary","Cheng",1920,509
"273",FALSE,-0.260339957587065,"Oleevia","Kympos",1915,273
"48",TRUE,-3.0289714569332,"Daniel","Mullins",1919,48
"502",TRUE,-0.181908518470262,"Kayla","Brady",1912,502
"981",TRUE,0.54763025747791,"Nicholas","Campos",1911,981
"809",TRUE,-0.57527183851104,"Michael","Wolper",1910,809
"662",TRUE,-0.889258423590964,"Megan","Ashenfelter",1913,662
"744",FALSE,0.0144827716322606,"Alexander","Wolper",1911,744
"751",TRUE,-0.932735242383244,"Alexander","Cheng",1927,751
"688",FALSE,-1.49992889049183,"Alexis","Smyh",1925,688
"168",FALSE,1.52432366834897,"Victoria","Anderson",1921,168
"322",TRUE,-0.599300012713935,"Madison","Williams",1910,322
"440",TRUE,-1.46240555296921,"Justin","Molina",1905,440
