"","y","first","last","year","id_y"
"1",2.69458893898747,"Samantha","Cheng",1902,1
"2",1.62209531072293,"Anthony","Anderson",1917,2
"3",-0.772672697402706,"Christopher","Curry",1924,3
"4",8.12774550577092,"Justin","Campos",1911,4
"5",-2.18911618142065,"Jacob","Walton",1923,5
"6",5.27331708545889,"Kayla","Smyth",1904,6
"7",0.296176804674924,"Michael","Cheng",1911,7
"8",1.88152120722699,"Alexis","Goodwin",1922,8
"9",4.7080262039628,"Matthew","Molina",1919,9
"10",1.56818675024062,"Alexander","Walton",1915,10
"11",1.88651977592782,"Justin","Chang",1913,11
"12",3.61072093366287,"Joseph","Wolper",1913,12
"13",-1.03194745171514,"Rachel","Williams",1900,13
"14",2.6033187121942,"Kayla","Brady",1914,14
"15",1.71561447222906,"Tyler","Curry",1913,15
"16",3.38737650316158,"Kayla","Goodwin",1909,16
"17",1.96152378459558,"Kayla","Wolper",1902,17
"18",-2.67289000263737,"David","Todd",1901,18
"19",1.23995728268363,"James","Brady",1914,19
"20",5.27432891518852,"Sarah","Chang",1901,20
"21",4.45178512497652,"Joseph","Christensen",1924,21
"22",1.89384891088779,"Zachary","Wolper",1903,22
"23",6.27639109289855,"Emma","Curry",1910,23
"24",0.216412532991903,"Emma","Wolper",1909,24
"25",1.68320894337807,"David","Fischer",1920,25
"26",4.20670592510827,"Jacob","Molina",1919,26
"27",3.04504532070814,"Christopher","Christensen",1906,27
"28",-0.662065924664733,"William","Williams",1920,28
"29",1.88587768307398,"Madison","Chang",1916,29
"30",5.93663429625429,"Hannah","Campos",1910,30
"31",1.72900157106192,"Christopher","Goodwin",1900,31
"32",4.06172020894798,"Lauren","Williams",1901,32
"33",1.71147045799412,"Joshua","Ashenfelter",1925,33
"34",1.39705804702372,"Alexis","Fischer",1911,34
"35",1.62116510415754,"Emily","Wolper",1923,35
"36",3.34790987579091,"Brandon","Mullins",1914,36
"37",2.19245684556366,"Alyssa","Webster",1913,37
"38",-1.52917519540685,"Meghan","Williams",1905,38
"39",1.44739899493758,"Justin","Smith",1907,39
"40",-0.565728755902085,"Alexis","Curry",1924,40
"41",3.2134381356417,"Alexis","Brady",1911,41
"42",3.24474920614752,"Justin","Molina",1901,42
"43",1.05209834228529,"Rachel","Anderson",1900,43
"44",3.36109414215896,"Alyssa","Todd",1923,44
"45",1.25886296824952,"Emily","Campos",1925,45
"46",3.70304661086216,"Taylor","Campos",1912,46
"47",3.83956412736096,"Emily","Ashenfelter",1917,47
"48",2.61568378509744,"Brandon","Brady",1909,48
"49",5.45963802153213,"Daniel","Webster",1913,49
"50",-1.10098872534612,"Michael","Potter",1922,50
"51",3.85013466889946,"Ryan","Williams",1913,51
"52",3.60019239394532,"Alexander","Walton",1915,52
"53",2.23790028002209,"Megan","Fischer",1923,53
"54",1.43368554760387,"Alexis","Johnson",1905,54
"55",3.23523834117348,"Anthony","Williams",1916,55
"56",1.55788283555495,"Ryan","Brady",1909,56
"57",3.73152743570007,"Jacob","Andersen",1911,57
"58",3.58436130038705,"Joseph","Curry",1910,58
"59",5.03213943581657,"Christopher","Sherman",1922,59
"60",4.1847443710299,"James","Andersen",1904,60
"61",1.29498291751039,"Emma","Webster",1918,61
"62",1.20228047852783,"Rachel","Christensen",1903,62
"63",-0.0295836481466183,"Andrew","Mullins",1913,63
"64",2.4626601825249,"Kayla","Brady",1923,64
"65",1.22272972262339,"Emma","Johnson",1914,65
"66",1.51973254775455,"Olivia","Goodwin",1924,66
"67",4.76354524740331,"Taylor","Webster",1925,67
"68",3.76913910983197,"Joshua","Williams",1907,68
"69",4.78661653866467,"Victoria","Fischer",1922,69
"70",5.62222873249387,"Elizabeth","Christensen",1924,70
"71",3.55107570308314,"Ashley","Walton",1924,71
"72",-1.52887787943446,"Alexis","Sherman",1915,72
"73",0.715617806506242,"Brandon","Johnson",1915,73
"74",0.101780059255741,"Joseph","Campos",1908,74
"75",3.91583270037608,"Elizabeth","Mullins",1905,75
"76",2.27168020910668,"Hannah","Curry",1903,76
"77",3.60571494686359,"Michael","Christensen",1923,77
"78",2.08010311506535,"Sarah","Curry",1920,78
"79",4.8099233886831,"Emily","Curry",1912,79
"80",-2.23334170222153,"Alexander","Curry",1925,80
"81",2.9434889026326,"Alexis","Sherman",1925,81
"82",2.30680661654941,"Joseph","Campos",1913,82
"83",2.74062899555776,"Daniel","Goodwin",1923,83
"84",4.72725916394173,"Andrew","Avila",1910,84
"85",1.22952537687869,"Emily","Avila",1904,85
"86",0.274851668200984,"Alyssa","Wolper",1921,86
"87",0.595101571449563,"Rachel","Smyth",1923,87
"88",3.61024243445077,"Elizabeth","Avila",1901,88
"89",-1.48794478522498,"Victoria","Smyth",1905,89
"90",-1.28270359251788,"Michael","Walton",1903,90
"91",4.57990655354907,"Brandon","Campos",1924,91
"92",-0.941019069148065,"Grace","Johnson",1914,92
"93",1.52049666716824,"James","Andersen",1905,93
"94",7.19072871416417,"Rachel","Chang",1918,94
"95",-1.90289947686611,"Meghan","Brady",1903,95
"96",0.097193057055285,"Grace","Brady",1912,96
"97",6.85468169200212,"Madison","Johnson",1913,97
"98",1.61805094195922,"Elizabeth","Smyth",1918,98
"99",3.61708768957843,"William","Ashenfelter",1903,99
"100",3.85753660536524,"Samantha","Campos",1916,100
"101",1.90025810213714,"Joshua","Andersen",1925,101
"102",3.26583709143572,"Megan","Brady",1919,102
"103",-0.0393947277853497,"Emily","Walton",1917,103
"104",2.38880834689831,"Zachary","Chang",1909,104
"105",1.14943942249184,"Megan","Todd",1919,105
"106",-2.35209099091802,"Olivia","Johnson",1905,106
"107",0.744554954798357,"John","Ashenfelter",1920,107
"108",3.57295583787614,"Lauren","Avila",1917,108
"109",3.08875795023981,"Brandon","Williams",1900,109
"110",4.67178981521241,"Nicholas","Williams",1909,110
"111",0.908873878915685,"Andrew","Goodwin",1925,111
"112",3.63945637544261,"Andrew","Mullins",1924,112
"113",2.65015999835675,"Ashley","Smith",1903,113
"114",3.70060162551828,"Nicholas","Smith",1908,114
"115",0.270952901912811,"Alyssa","Todd",1919,115
"116",4.21326858622218,"Andrew","Curry",1917,116
"117",2.59642845410648,"Emma","Mullins",1908,117
"118",4.98172250821746,"Brandon","Johnson",1921,118
"119",0.292533904834354,"Ryan","Walton",1902,119
"120",1.13888359258706,"Emily","Johnson",1916,120
"121",2.48415138859017,"Kayla","Todd",1902,121
"122",2.93753168906238,"Justin","Mullins",1911,122
"123",-1.02570038585122,"Kayla","Goodwin",1911,123
"124",0.746946701331457,"Taylor","Walton",1919,124
"125",3.57199048276353,"Madison","Avila",1901,125
"126",4.22934956929135,"Ashley","Cheng",1911,126
"127",7.66731231732445,"Jacob","Fischer",1904,127
"128",-0.104901198424634,"William","Smyth",1909,128
"129",1.08481210609212,"Victoria","Christensen",1903,129
"130",3.91353041037915,"David","Wolper",1915,130
"131",6.43287618289575,"Tyler","Ashenfelter",1924,131
"132",1.85518364393952,"Anthony","Christensen",1925,132
"133",2.38401186197511,"John","Campos",1909,133
"134",0.97761265868251,"Olivia","Potter",1920,134
"135",0.208653585177752,"Elizabeth","Cheng",1909,135
"136",0.98083911777511,"Emma","Fischer",1900,136
"137",6.28728841777084,"Elizabeth","Avila",1923,137
