"","y","first","last","year","id_y"
"1",1.76932940322882,"Samantha","Todd",1902,1
"2",2.13601191443615,"Tyler","Webster",1925,2
"3",0.356974095594138,"Meghan","Anderson",1907,3
"4",3.76472005079046,"Matthew","Molina",1901,4
"5",5.88457467652257,"Emma","Christensen",1925,5
"6",2.43339957047192,"Taylor","Avila",1920,6
"7",-0.895312041924364,"Brandon","Johnson",1917,7
"8",1.79609853701205,"Elizabeth","Chang",1914,8
"9",2.64315025618373,"Nicholas","Wolper",1909,9
"10",3.54315192518392,"Taylor","Molina",1905,10
"11",-0.301854931053643,"Christopher","Webster",1906,11
"12",2.02340860891984,"Victoria","Webster",1924,12
"13",3.6681216389902,"Anthony","Avila",1910,13
"14",4.24325627633582,"Brandon","Andersen",1915,14
"15",5.0889099800536,"Madison","Johnson",1905,15
"16",2.40939622740274,"Nicholas","Campos",1914,16
"17",1.26788150792414,"Ashley","Smith",1909,17
"18",2.8392768956588,"Samantha","Fischer",1901,18
"19",3.00666449367055,"Alexander","Ashenfelter",1913,19
"20",3.51250464135303,"Grace","Campos",1913,20
"21",2.39455900335238,"Alexis","Sherman",1925,21
"22",3.72660609888324,"Joseph","Molina",1905,22
"23",4.86960400707928,"William","Ashenfelter",1923,23
"24",4.4118559986483,"Sarah","Smyth",1914,24
"25",-0.712323663224584,"Megan","Cheng",1922,25
"26",-0.644165319104302,"Justin","Williams",1908,26
"27",1.6088360540354,"Tyler","Anderson",1907,27
"28",4.8565164980887,"Alexis","Anderson",1917,28
"29",1.50256572992025,"Ashley","Goodwin",1919,29
"30",0.02646442903032,"Justin","Smyth",1904,30
"31",2.07933724711286,"Samantha","Walton",1900,31
"32",3.42027554212994,"Ryan","Ashenfelter",1901,32
"33",0.748434959330402,"Sarah","Webster",1910,33
"34",-0.25692633217931,"John","Curry",1922,34
"35",3.79855629761264,"Jessica","Goodwin",1923,35
"36",2.05151022715377,"Anthony","Mullins",1922,36
"37",0.101524818673775,"Sarah","Sherman",1908,37
"38",2.53221853290377,"Matthew","Curry",1905,38
"39",-0.668062415268199,"James","Walton",1920,39
"40",1.75980538742746,"Alexander","Brady",1905,40
"41",1.21544499852546,"Taylor","Walton",1909,41
"42",3.24242910831098,"Justin","Fischer",1912,42
"43",3.25281113371933,"Zachary","Webster",1908,43
"44",6.7980623652175,"Alexander","Mullins",1921,44
"45",3.18134904518429,"Christopher","Smith",1903,45
"46",0.197097343328718,"Jacob","Christensen",1906,46
"47",3.93626500013341,"Zachary","Johnson",1911,47
"48",-2.32170808887497,"Alexander","Potter",1921,48
"49",4.55591959415218,"William","Avila",1905,49
"50",3.97770380950782,"Victoria","Fischer",1901,50
"51",2.28596092239609,"Joshua","Cheng",1909,51
"52",4.76473451885024,"Madison","Williams",1917,52
"53",-0.0777538647654464,"Victoria","Brady",1921,53
"54",2.27371201958202,"Michael","Sherman",1900,54
"55",4.23449256572392,"Jessica","Christensen",1921,55
"56",1.69084325116256,"Hannah","Cheng",1919,56
"57",1.12269937552307,"Alexander","Curry",1914,57
"58",2.01575798881065,"Alexis","Brady",1904,58
"59",2.72541254881929,"Samantha","Johnson",1914,59
"60",2.12594703687118,"Lauren","Molina",1908,60
"61",2.35172756681404,"Elizabeth","Chang",1917,61
"62",5.19007326387293,"Daniel","Campos",1921,62
"63",1.0660086721885,"Alexis","Brady",1918,63
"64",2.27023480225875,"Matthew","Smith",1923,64
"65",7.82216068217544,"Sarah","Fischer",1921,65
"66",0.990803075575612,"Alexander","Smyth",1917,66
"67",3.5467851013621,"Lauren","Johnson",1923,67
"68",4.74853367522588,"Justin","Chang",1910,68
"69",1.61454090734779,"Jacob","Cheng",1917,69
"70",1.80115648438534,"Andrew","Avila",1910,70
"71",2.22999985500602,"Taylor","Fischer",1913,71
"72",3.64356734815817,"Rachel","Andersen",1903,72
"73",-1.3093174777563,"Rachel","Williams",1903,73
"74",2.3310557570365,"James","Avila",1915,74
"75",3.56328896801049,"William","Curry",1917,75
"76",3.09365211235176,"Emma","Chang",1901,76
"77",3.25656410110526,"Alexis","Mullins",1911,77
"78",0.611154122565893,"Meghan","Smith",1903,78
"79",3.40096189465094,"Samantha","Cheng",1905,79
"80",5.449070587339,"Taylor","Walton",1925,80
"81",1.6753543571919,"Sarah","Avila",1924,81
"82",2.9660073968481,"Alexander","Goodwin",1905,82
"83",1.3658311422693,"Megan","Ashenfelter",1910,83
"84",2.79529427457835,"Meghan","Cheng",1915,84
"85",5.28576546300816,"Megan","Molina",1909,85
"86",1.45219154112384,"Ryan","Chang",1919,86
"87",3.38149179509583,"Emily","Andersen",1901,87
"88",5.12947966757236,"Sarah","Webster",1925,88
"89",5.02291533014455,"Nicholas","Avila",1918,89
"90",1.27434490625791,"James","Williams",1920,90
"91",1.07930584861093,"Taylor","Smith",1910,91
"92",3.43463230622586,"Andrew","Smyth",1925,92
"93",3.52417027877118,"Justin","Brady",1925,93
"94",2.09702942284204,"Grace","Molina",1900,94
"95",3.40164743648756,"Olivia","Mullins",1913,95
"96",4.29738585432851,"Zachary","Cheng",1908,96
"97",0.0768899766047981,"David","Campos",1908,97
"98",1.85512998554597,"Ashley","Williams",1906,98
"99",3.01976983565283,"Jacob","Andersen",1925,99
"100",-2.54543458900345,"Anthony","Potter",1909,100
"101",2.89469062654936,"Alexis","Anderson",1906,101
"102",5.0224930711001,"Kayla","Wolper",1917,102
"103",1.48880051512869,"Samantha","Fischer",1908,103
"104",3.34073224827349,"Samantha","Smyth",1909,104
"105",4.78351623740201,"David","Molina",1911,105
"106",3.38392218791842,"Sarah","Mullins",1901,106
"107",2.34047555060589,"Emma","Potter",1916,107
"108",-2.85229854175363,"William","Smith",1903,108
"109",5.95878776169929,"Sarah","Wolper",1916,109
"110",-0.72955572636364,"Ryan","Smith",1912,110
"111",-1.27488518478599,"Rachel","Avila",1915,111
"112",2.78263118996966,"Hannah","Goodwin",1919,112
"113",2.36779528480153,"David","Curry",1921,113
"114",2.0509488645634,"Jacob","Brady",1900,114
"115",4.88149402223141,"Olivia","Christensen",1911,115
"116",7.65682630679869,"Ashley","Webster",1904,116
"117",2.6426271187301,"Joshua","Webster",1914,117
"118",2.14431677708757,"Joseph","Todd",1902,118
"119",2.50741129573187,"William","Sherman",1914,119
"120",-0.823198288973901,"Joseph","Sherman",1901,120
"121",-0.00709921875502367,"Kayla","Campos",1909,121
"122",1.39663184706227,"Elizabeth","Todd",1905,122
"123",2.74267708144892,"Emily","Ashenfelter",1902,123
"124",-0.121269337897041,"Nicholas","Anderson",1901,124
"125",1.02148043395222,"William","Webster",1910,125
"126",3.37361931681329,"Grace","Fischer",1920,126
"127",3.62207186482541,"Jessica","Andersen",1922,127
"128",7.70647493376506,"Christopher","Avila",1916,128
"129",-0.00174799258065553,"Lauren","Chang",1924,129
"130",2.1189410580459,"Matthew","Cheng",1909,130
"131",3.3124797306108,"Megan","Andersen",1921,131
"132",1.32328339020307,"Michael","Potter",1916,132
"133",3.88284105789156,"Jacob","Cheng",1924,133
"134",1.65550940183807,"Ashley","Sherman",1902,134
"135",0.294267758053438,"Elizabeth","Christensen",1904,135
"136",-0.508792897387828,"Kayla","Campos",1919,136
"137",3.35441907966801,"Anthony","Goodwin",1922,137
"138",2.44674282716289,"Justin","Christensen",1910,138
"139",2.60155321980738,"Olivia","Christensen",1902,139
"140",4.88127904740318,"Alexander","Potter",1911,140
"141",1.77692671877731,"Michael","Goodwin",1908,141
"142",1.20637894003354,"Michael","Mullins",1919,142
"143",3.44886031071862,"Olivia","Smyth",1911,143
"144",0.579014735869742,"Megan","Todd",1913,144
"145",1.31784805535797,"Christopher","Todd",1914,145
"146",2.45877755346487,"Michael","Walton",1924,146
"147",2.17631399530579,"Alyssa","Williams",1923,147
"148",2.49425018120136,"Hannah","Ashenfelter",1919,148
"149",5.93246960358475,"Alexis","Sherman",1914,149
"150",1.86294060106068,"Justin","Curry",1908,150
"151",3.6261620404197,"Victoria","Anderson",1916,151
"152",2.02633468278475,"David","Mullins",1915,152
"153",3.8200654576318,"Justin","Andersen",1910,153
"154",1.06337655204964,"David","Brady",1920,154
"155",2.64643909814433,"Samantha","Smyth",1901,155
