"","y","first","last","year","id_y"
"1",3.64114591804483,"Jessica","Walton",1914,1
"2",0.81728106137062,"Christopher","Mullins",1921,2
"3",1.77060725105518,"John","Sherman",1909,3
"4",-1.77262063905825,"John","Ashenfelter",1922,4
"5",1.14762805883314,"Joshua","Chang",1915,5
"6",5.41193709847235,"John","Molina",1904,6
"7",1.38385807003147,"Lauren","Wolper",1906,7
"8",-1.03819100131741,"James","Todd",1913,8
"9",1.76848495896693,"Kayla","Potter",1920,9
"10",2.06563705183317,"Samantha","Ashenfelter",1922,10
"11",3.53100851162532,"Christopher","Andersen",1907,11
"12",-1.23027108806417,"Taylor","Fischer",1910,12
"13",3.35073977912103,"Ashley","Christensen",1901,13
"14",2.50391611303746,"Elizabeth","Smyth",1924,14
"15",5.66941364143213,"Taylor","Williams",1904,15
"16",3.3864447542119,"Matthew","Wolper",1921,16
"17",4.02944472840935,"Grace","Wolper",1910,17
"18",1.56221412051129,"Andrew","Webster",1919,18
"19",1.73552591639658,"Taylor","Andersen",1925,19
"20",6.46001043023367,"Rachel","Andersen",1915,20
"21",-0.0792467465990814,"Anthony","Brady",1915,21
"22",-1.30668732614351,"Zachary","Campos",1919,22
"23",1.94008538224138,"Alexis","Smith",1903,23
"24",1.55550082824034,"Rachel","Fischer",1900,24
"25",3.82158566917283,"Alyssa","Anderson",1918,25
"26",-2.69725508149145,"Alexis","Walton",1923,26
"27",2.9474459850308,"Brandon","Smith",1913,27
"28",2.51821051136203,"Victoria","Smith",1912,28
"29",-0.342666200831724,"Sarah","Avila",1912,29
"30",2.12135626177474,"Victoria","Chang",1917,30
"31",3.33559906846604,"William","Chang",1906,31
"32",4.37045194256518,"Justin","Potter",1906,32
"33",5.37630975387896,"Tyler","Johnson",1905,33
"34",-0.0045003658200673,"Joseph","Anderson",1912,34
"35",2.87847738085532,"Grace","Brady",1905,35
"36",4.05824820598365,"Victoria","Wolper",1900,36
"37",3.56933707560154,"Joshua","Ashenfelter",1908,37
"38",4.74914768149603,"Meghan","Potter",1911,38
"39",-0.279208338486834,"Andrew","Anderson",1909,39
"40",0.17776357119839,"Zachary","Fischer",1901,40
"41",3.42355613857677,"Samantha","Todd",1917,41
"42",2.87021258643864,"Nicholas","Campos",1903,42
"43",3.45388944488238,"Anthony","Curry",1922,43
"44",2.77573732142721,"John","Brady",1921,44
"45",2.86031868517542,"Sarah","Todd",1905,45
"46",0.0711560184564061,"Emily","Campos",1906,46
"47",2.79814638907208,"Taylor","Goodwin",1918,47
"48",2.29823169541704,"Nicholas","Ashenfelter",1924,48
"49",-0.825950432305787,"Emily","Brady",1903,49
"50",4.29215296336666,"Alyssa","Chang",1913,50
"51",-0.45101778750562,"Emma","Johnson",1911,51
"52",3.22401190811717,"William","Anderson",1900,52
"53",0.946386620867779,"James","Todd",1915,53
"54",2.7955969471748,"Anthony","Smith",1906,54
"55",1.60828155353291,"Alexander","Potter",1925,55
"56",1.81643677605918,"Tyler","Sherman",1904,56
"57",3.5313709410726,"Matthew","Todd",1922,57
"58",4.14551895461128,"Brandon","Campos",1901,58
"59",1.95885931331743,"Sarah","Sherman",1914,59
"60",-0.949691432935219,"Victoria","Goodwin",1920,60
"61",1.76405399709762,"Emma","Brady",1919,61
"62",3.75375193338804,"Elizabeth","Fischer",1911,62
"63",3.30504629563596,"Alyssa","Potter",1924,63
"64",2.05076839475185,"David","Smith",1922,64
"65",2.6851784342595,"Ryan","Andersen",1914,65
"66",3.7880858351006,"Taylor","Johnson",1918,66
"67",0.340499224903975,"Emma","Williams",1904,67
"68",0.211113702335784,"Jacob","Ashenfelter",1920,68
"69",4.5466668311085,"Michael","Christensen",1915,69
"70",3.08057074354492,"Zachary","Andersen",1920,70
"71",7.82877263628247,"Victoria","Molina",1915,71
"72",0.707970472018806,"Victoria","Curry",1909,72
"73",3.40834154208814,"Emma","Chang",1924,73
"74",6.1280645507167,"Emma","Webster",1912,74
"75",1.34192687548415,"Samantha","Wolper",1921,75
"76",5.43521800318323,"Tyler","Campos",1900,76
"77",-0.127950137600665,"Samantha","Johnson",1915,77
"78",4.73912531493808,"David","Brady",1924,78
"79",3.02793209974798,"Victoria","Andersen",1904,79
"80",1.98267367750146,"Emma","Williams",1913,80
"81",2.570047129258,"Jacob","Ashenfelter",1903,81
"82",-0.053804100313956,"Andrew","Andersen",1923,82
"83",1.23772064033362,"Andrew","Avila",1902,83
"84",2.42063490468211,"Matthew","Brady",1911,84
"85",5.63111314807394,"Hannah","Brady",1924,85
"86",-0.009004275980383,"Nicholas","Avila",1916,86
"87",-0.0303897456582028,"Joshua","Ashenfelter",1901,87
"88",3.71503115630413,"Madison","Cheng",1907,88
"89",4.07731025050243,"Sarah","Cheng",1907,89
"90",4.00215133263898,"Matthew","Goodwin",1912,90
"91",2.0236618808979,"Rachel","Cheng",1913,91
"92",2.42075670503693,"Christopher","Walton",1915,92
"93",1.26190770638147,"Alexander","Smyth",1916,93
"94",2.75694278582538,"Grace","Brady",1902,94
"95",3.10594763137326,"Brandon","Williams",1918,95
"96",3.54118748722467,"Samantha","Potter",1909,96
"97",4.72312447767956,"Christopher","Williams",1916,97
"98",0.105140430179195,"Olivia","Goodwin",1923,98
"99",-0.426411939993501,"Anthony","Smith",1912,99
"100",1.11128212611626,"Joseph","Sherman",1919,100
"101",-0.346093892714389,"Christopher","Potter",1914,101
"102",1.36233101788397,"Alexis","Smith",1925,102
"103",1.80461060913479,"Elizabeth","Mullins",1911,103
"104",1.26509453819402,"Emma","Avila",1920,104
"105",2.88762145581444,"Elizabeth","Ashenfelter",1903,105
"106",5.43729707928244,"Jessica","Smith",1909,106
"107",2.88545864803292,"Justin","Smith",1907,107
"108",6.70558461995901,"Justin","Walton",1918,108
"109",2.69330559063131,"Jacob","Walton",1916,109
"110",-1.47539579349893,"Brandon","Ashenfelter",1919,110
"111",-0.241017189194467,"Samantha","Williams",1918,111
"112",2.49683868392913,"Alexander","Cheng",1913,112
"113",2.09561234292711,"James","Walton",1900,113
"114",-0.612701061678859,"Ashley","Williams",1923,114
"115",-2.4588214960128,"Madison","Sherman",1909,115
"116",0.110908644205857,"Ryan","Webster",1907,116
"117",-0.12198280926644,"Joseph","Mullins",1908,117
"118",1.37160773287324,"Lauren","Avila",1918,118
"119",1.19068696419013,"Victoria","Ashenfelter",1921,119
"120",-0.26667980151444,"Lauren","Webster",1923,120
"121",1.47012557852,"Sarah","Webster",1924,121
"122",7.10564719681264,"Michael","Molina",1907,122
"123",2.73540627772305,"Taylor","Chang",1910,123
"124",0.798783842930715,"John","Cheng",1923,124
"125",-0.390376658636534,"Rachel","Andersen",1907,125
"126",1.36472667257481,"Elizabeth","Campos",1915,126
"127",4.98559902596682,"Alexander","Johnson",1904,127
"128",5.1563770773355,"Sarah","Chang",1924,128
"129",-1.32772179166778,"Meghan","Fischer",1917,129
"130",4.11299232904416,"Jessica","Andersen",1901,130
"131",-0.0362712057159997,"Alexander","Fischer",1925,131
"132",3.84420067672806,"Tyler","Johnson",1919,132
"133",1.53796290662221,"Olivia","Curry",1902,133
"134",0.319591414599542,"Zachary","Johnson",1923,134
"135",1.40825172695711,"Joshua","Ashenfelter",1918,135
"136",1.79277651149032,"Meghan","Walton",1902,136
"137",2.6605716750585,"Alexis","Potter",1903,137
"138",4.31943344935942,"Kayla","Cheng",1901,138
"139",2.92193045971336,"Jessica","Goodwin",1924,139
"140",3.7571310294827,"Joseph","Christensen",1923,140
"141",5.08986947769955,"Olivia","Smith",1919,141
"142",4.04352427021953,"Tyler","Avila",1925,142
"143",2.32347166660576,"Sarah","Ashenfelter",1905,143
"144",4.12830502588355,"Taylor","Campos",1905,144
"145",-1.12257191319689,"William","Molina",1900,145
"146",3.60646390072256,"Nicholas","Brady",1922,146
"147",1.84051317224062,"Rachel","Wolper",1915,147
"148",3.32595973106671,"Justin","Goodwin",1925,148
"149",4.20793749654837,"Taylor","Smyth",1906,149
"150",3.16312483829577,"Alexander","Smith",1908,150
"151",0.543667851183435,"Alyssa","Williams",1916,151
"152",3.05092914507088,"Madison","Potter",1903,152
