"","y","first","last","year","id_y"
"1",1.5031124271156,"John","Avila",1908,1
"2",2.3282830810599,"William","Chang",1900,2
"3",1.80877447405391,"Anthony","Smyth",1905,3
"4",4.387651621463,"Sarah","Christensen",1925,4
"5",-0.831980936882912,"Emily","Ashenfelter",1917,5
"6",-1.44413230920363,"Jacob","Potter",1911,6
"7",2.11261291482215,"Megan","Chang",1908,7
"8",3.22588083509153,"Megan","Christensen",1919,8
"9",1.13036444883961,"Megan","Brady",1900,9
"10",1.5209581417961,"Zachary","Potter",1924,10
"11",3.08051123657023,"Justin","Mullins",1912,11
"12",-0.50211191546176,"Meghan","Molina",1909,12
"13",4.95090654452228,"Lauren","Campos",1910,13
"14",2.14361893244465,"Megan","Anderson",1920,14
"15",2.14054544892297,"Emma","Chang",1905,15
"16",-0.703082108312802,"James","Curry",1906,16
"17",1.14289569071151,"Tyler","Andersen",1924,17
"18",1.80069353134836,"Kayla","Chang",1903,18
"19",1.67429393289211,"Christopher","Avila",1925,19
"20",-0.940842431250312,"Jacob","Williams",1905,20
"21",3.75449607778147,"Matthew","Williams",1912,21
"22",2.55027596129258,"Emma","Curry",1915,22
"23",2.74471450108259,"Michael","Mullins",1905,23
"24",1.87172219262475,"David","Avila",1911,24
"25",3.1686033651633,"Emma","Ashenfelter",1914,25
"26",4.96121799141935,"Lauren","Andersen",1920,26
"27",-0.507055234828152,"Alexis","Molina",1906,27
"28",-4.38484886225284,"Zachary","Anderson",1915,28
"29",-2.83613665576262,"Olivia","Fischer",1912,29
"30",1.46024275252973,"Christopher","Williams",1914,30
"31",4.83823703811404,"Emma","Williams",1909,31
"32",1.60246203045702,"Taylor","Sherman",1916,32
"33",-0.584205749286894,"Jessica","Johnson",1906,33
"34",0.973420841566022,"Christopher","Smith",1919,34
"35",-0.154857203202738,"Christopher","Curry",1907,35
"36",4.61814291650726,"Rachel","Brady",1908,36
"37",0.938316954971274,"Alexis","Goodwin",1917,37
"38",3.05520933875985,"Olivia","Potter",1907,38
"39",1.54925799013518,"Jessica","Sherman",1902,39
"40",0.119942246237545,"David","Wolper",1905,40
"41",4.05223883871622,"Joseph","Williams",1923,41
"42",3.57435355736516,"Justin","Potter",1908,42
"43",-1.02243427539226,"Alexis","Molina",1925,43
"44",2.12041850651236,"Victoria","Mullins",1918,44
"45",2.50347498617768,"Ashley","Cheng",1915,45
"46",0.984600793715316,"Megan","Smith",1917,46
"47",4.44518148014314,"Nicholas","Cheng",1911,47
"48",3.99723651665619,"Nicholas","Andersen",1921,48
"49",4.64342200568671,"Lauren","Walton",1923,49
"50",1.75613996117605,"Meghan","Smyth",1901,50
"51",3.82488864078844,"Jacob","Ashenfelter",1905,51
"52",2.28193378499684,"Andrew","Christensen",1903,52
"53",0.75777665844096,"Zachary","Campos",1904,53
"54",1.90353699317855,"Joseph","Johnson",1914,54
"55",5.59864259843801,"Matthew","Webster",1909,55
"56",0.0195032800510608,"William","Smyth",1918,56
