"","y","first","last","year","id_y"
"1",1.5146772796251,"Andrew","Potter",1921,1
"2",3.65554028008394,"Anthony","Wolper",1921,2
"3",0.714207608562609,"Rachel","Smyth",1922,3
"4",3.18756091909942,"Justin","Todd",1905,4
"5",5.35763610260617,"Anthony","Avila",1900,5
"6",0.345037754043223,"Meghan","Anderson",1912,6
"7",2.30287647702596,"Sarah","Wolper",1906,7
"8",-1.90562301890272,"Grace","Todd",1901,8
"9",1.67121250832828,"Taylor","Smith",1900,9
"10",4.61389448245254,"Lauren","Andersen",1923,10
"11",5.24174497149621,"Hannah","Smyth",1916,11
"12",1.06804559625116,"Brandon","Williams",1923,12
"13",0.0967326354343747,"Nicholas","Fischer",1914,13
"14",2.37316573558952,"Jessica","Potter",1901,14
"15",3.72560741175641,"Joshua","Webster",1922,15
"16",1.35008264030392,"Anthony","Smyth",1902,16
"17",-0.0828844117572491,"Michael","Williams",1905,17
"18",6.86321629640982,"Justin","Fischer",1912,18
"19",2.20980877126638,"Meghan","Curry",1902,19
"20",1.93563062390614,"Matthew","Potter",1901,20
"21",-0.837778688673221,"Rachel","Anderson",1900,21
"22",1.50005959304942,"Kayla","Sherman",1908,22
"23",2.0325746857645,"Hannah","Campos",1906,23
"24",3.54082348037924,"Emma","Ashenfelter",1922,24
"25",1.71019678345879,"Zachary","Andersen",1915,25
"26",-0.424659734040433,"Alyssa","Fischer",1904,26
"27",0.71568104516347,"Nicholas","Smyth",1911,27
"28",2.23377106097938,"Christopher","Goodwin",1900,28
"29",4.49216612265835,"Joshua","Anderson",1923,29
"30",0.666279077957706,"Taylor","Ashenfelter",1916,30
"31",0.21132058211175,"Alexander","Andersen",1925,31
"32",0.161052812353754,"Alexis","Smith",1917,32
"33",3.58788623757889,"Anthony","Molina",1918,33
"34",-0.047296340358118,"Tyler","Brady",1922,34
"35",2.0127547164858,"Alyssa","Smyth",1901,35
"36",-0.516706177605958,"Hannah","Andersen",1918,36
"37",5.48855936850652,"David","Mullins",1906,37
"38",4.36337998148358,"Olivia","Todd",1905,38
"39",0.461730383507792,"David","Cheng",1911,39
"40",5.72584808606315,"Elizabeth","Christensen",1911,40
"41",1.83433794728823,"Alyssa","Sherman",1900,41
"42",1.60685025297339,"Megan","Molina",1911,42
"43",-0.477054663791755,"Lauren","Webster",1917,43
"44",5.76859396773263,"Nicholas","Andersen",1925,44
"45",1.65917387206847,"Madison","Molina",1909,45
"46",1.49844043974469,"Lauren","Campos",1924,46
"47",5.94467159065926,"Zachary","Smith",1911,47
"48",4.58022864691136,"Emily","Brady",1908,48
"49",0.997901422594467,"Daniel","Goodwin",1909,49
"50",5.28229350424424,"James","Andersen",1904,50
"51",2.6186739509155,"Emily","Walton",1914,51
"52",1.8633737678476,"Sarah","Anderson",1914,52
"53",-0.232240141885383,"Tyler","Fischer",1913,53
"54",4.61075572892006,"Christopher","Chang",1916,54
"55",-0.605798360162483,"Madison","Anderson",1917,55
"56",2.4861695245647,"John","Potter",1917,56
"57",0.822963765423484,"William","Walton",1901,57
"58",5.52530606032837,"William","Johnson",1909,58
"59",1.39491504332189,"Emma","Ashenfelter",1910,59
"60",2.12097758042483,"Michael","Todd",1922,60
"61",4.56809017807476,"Meghan","Avila",1923,61
"62",1.4020072530616,"Joshua","Potter",1922,62
"63",0.354055637754148,"John","Anderson",1915,63
"64",-0.187977843668671,"Joseph","Johnson",1907,64
"65",3.80797728323149,"Brandon","Todd",1915,65
"66",5.82578452708975,"Daniel","Andersen",1918,66
"67",3.43232537696731,"Kayla","Goodwin",1925,67
"68",5.00364446711945,"James","Mullins",1917,68
"69",3.83147389883249,"Victoria","Curry",1903,69
"70",2.57138997385569,"Daniel","Wolper",1921,70
"71",1.53806929963233,"Rachel","Smith",1909,71
"72",-0.782738259539272,"Sarah","Johnson",1906,72
"73",-0.758645864184828,"Alyssa","Goodwin",1923,73
"74",2.56752577948678,"Taylor","Webster",1922,74
"75",5.3276694822535,"Anthony","Todd",1921,75
"76",3.55254584935062,"Taylor","Andersen",1915,76
"77",-1.42686964062732,"Jessica","Potter",1906,77
"78",2.75757405825731,"Michael","Curry",1914,78
"79",1.9925149840111,"Samantha","Todd",1917,79
"80",4.14779553752828,"Alexis","Ashenfelter",1902,80
"81",0.85457262088487,"Kayla","Wolper",1917,81
"82",4.71429193361807,"Jessica","Sherman",1912,82
"83",1.18620724668976,"Sarah","Fischer",1918,83
"84",-0.345240824435759,"Joseph","Avila",1902,84
"85",-0.637554358113285,"Zachary","Mullins",1902,85
"86",1.4777580626761,"Rachel","Webster",1915,86
"87",-0.774206921594093,"Jessica","Sherman",1923,87
"88",3.29050780893063,"Sarah","Smyth",1921,88
"89",3.58935738133236,"Michael","Webster",1905,89
